ID,Name,Subname,Generation,Sprite,Icon Locations,Tier,Type 1,Type 2,Ability 1,Ability 2,Hidden Ability,Special Ability,Egg Group 1,Egg Group 2,HP,ATK,DEF,SPA,SPD,SPE,BST,Size,Weight,Gender Ratio,Color,Link
199,Slowking,None,2,https://play.pokemonshowdown.com/sprites/gen5/slowking.png,-280px -480px;,Illegal,WATER,PSYCHIC,Oblivious,Own Tempo,Regenerator,None,Monster,Water 1,95,75,80,100,110,30,490,2 m,79.5 kg,50% male  50% female,Pink,https://dex.pokemonshowdown.com/pokemon/slowking
200,Misdreavus,None,2,https://play.pokemonshowdown.com/sprites/gen5/misdreavus.png,-320px -480px;,Illegal,GHOST,None,Levitate,None,None,None,Amorphous,None,60,60,60,85,85,85,435,0.7 m,1 kg,50% male  50% female,Gray,https://dex.pokemonshowdown.com/pokemon/misdreavus
201,Unown,None,2,https://play.pokemonshowdown.com/sprites/gen5/unown.png,-360px -480px;,Illegal,PSYCHIC,None,Levitate,None,None,None,Undiscovered,None,48,72,48,72,48,48,336,0.5 m,5 kg,100% genderless,Black,https://dex.pokemonshowdown.com/pokemon/unown
202,Wobbuffet,None,2,https://play.pokemonshowdown.com/sprites/gen5/wobbuffet.png,-400px -480px;,(PU),PSYCHIC,None,Shadow Tag,None,Telepathy,None,Amorphous,None,190,33,58,33,58,33,405,1.3 m,28.5 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/wobbuffet
203,Girafarig,None,2,https://play.pokemonshowdown.com/sprites/gen5/girafarig.png,-440px -480px;,Illegal,NORMAL,PSYCHIC,Inner Focus,Early Bird,Sap Sipper,None,Field,None,70,80,65,90,65,85,455,1.5 m,41.5 kg,50% male  50% female,Yellow,https://dex.pokemonshowdown.com/pokemon/girafarig
204,Pineco,None,2,https://play.pokemonshowdown.com/sprites/gen5/pineco.png,0px -510px;,Illegal,BUG,None,Sturdy,None,Overcoat,None,Bug,None,50,65,90,35,35,15,290,0.6 m,7.2 kg,50% male  50% female,Gray,https://dex.pokemonshowdown.com/pokemon/pineco
205,Forretress,None,2,https://play.pokemonshowdown.com/sprites/gen5/forretress.png,-40px -510px;,Illegal,BUG,STEEL,Sturdy,None,Overcoat,None,Bug,None,75,90,140,60,60,40,465,1.2 m,125.8 kg,50% male  50% female,Purple,https://dex.pokemonshowdown.com/pokemon/forretress
206,Dunsparce,None,2,https://play.pokemonshowdown.com/sprites/gen5/dunsparce.png,-80px -510px;,Illegal,NORMAL,None,Serene Grace,Run Away,Rattled,None,Field,None,100,70,70,65,65,45,415,1.5 m,14 kg,50% male  50% female,Yellow,https://dex.pokemonshowdown.com/pokemon/dunsparce
207,Gligar,None,2,https://play.pokemonshowdown.com/sprites/gen5/gligar.png,-120px -510px;,Illegal,GROUND,FLYING,Hyper Cutter,Sand Veil,Immunity,None,Bug,None,65,75,105,35,65,85,430,1.1 m,64.8 kg,50% male  50% female,Purple,https://dex.pokemonshowdown.com/pokemon/gligar
208,Steelix,None,2,https://play.pokemonshowdown.com/sprites/gen5/steelix.png,-160px -510px;,RU,STEEL,GROUND,Rock Head,Sturdy,Sheer Force,None,Mineral,None,75,85,200,55,65,30,510,9.2 m,400 kg,50% male  50% female,Gray,https://dex.pokemonshowdown.com/pokemon/steelix
208,Steelix,Mega,2,https://play.pokemonshowdown.com/sprites/gen5/steelix-mega.png,-160px -2790px;,Illegal,STEEL,GROUND,Sand Force,None,None,None,Mineral,None,75,125,230,55,95,30,610,10.5 m,740 kg,50% male  50% female,Gray,https://dex.pokemonshowdown.com/pokemon/steelixmega
209,Snubbull,None,2,https://play.pokemonshowdown.com/sprites/gen5/snubbull.png,-200px -510px;,Illegal,FAIRY,None,Intimidate,Run Away,Rattled,None,Field,Fairy,60,80,50,40,40,30,300,0.6 m,7.8 kg,25% male  75% female,Pink,https://dex.pokemonshowdown.com/pokemon/snubbull
210,Granbull,None,2,https://play.pokemonshowdown.com/sprites/gen5/granbull.png,-240px -510px;,Illegal,FAIRY,None,Intimidate,Quick Feet,Rattled,None,Field,Fairy,90,120,75,60,60,45,450,1.4 m,48.7 kg,25% male  75% female,Purple,https://dex.pokemonshowdown.com/pokemon/granbull
211,Qwilfish,None,2,https://play.pokemonshowdown.com/sprites/gen5/qwilfish.png,-280px -510px;,NU,WATER,POISON,Poison Point,Swift Swim,Intimidate,None,Water 2,None,65,95,85,55,55,85,440,0.5 m,3.9 kg,50% male  50% female,Gray,https://dex.pokemonshowdown.com/pokemon/qwilfish
212,Scizor,None,2,https://play.pokemonshowdown.com/sprites/gen5/scizor.png,-320px -510px;,Illegal,BUG,STEEL,Swarm,Technician,Light Metal,None,Bug,None,70,130,100,55,80,65,500,1.8 m,118 kg,50% male  50% female,Red,https://dex.pokemonshowdown.com/pokemon/scizor
212,Scizor,Mega,2,https://play.pokemonshowdown.com/sprites/gen5/scizor-mega.png,-200px -2790px;,Illegal,BUG,STEEL,Technician,None,None,None,Bug,None,70,150,140,65,100,75,600,2 m,125 kg,50% male  50% female,Red,https://dex.pokemonshowdown.com/pokemon/scizormega
213,Shuckle,None,2,https://play.pokemonshowdown.com/sprites/gen5/shuckle.png,-360px -510px;,PU,BUG,ROCK,Sturdy,Gluttony,Contrary,None,Bug,None,20,10,230,10,230,5,505,0.6 m,20.5 kg,50% male  50% female,Yellow,https://dex.pokemonshowdown.com/pokemon/shuckle
214,Heracross,None,2,https://play.pokemonshowdown.com/sprites/gen5/heracross.png,-400px -510px;,Illegal,BUG,FIGHTING,Swarm,Guts,Moxie,None,Bug,None,80,125,75,40,95,85,500,1.5 m,54 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/heracross
214,Heracross,Mega,2,https://play.pokemonshowdown.com/sprites/gen5/heracross-mega.png,-240px -2790px;,Illegal,BUG,FIGHTING,Skill Link,None,None,None,Bug,None,80,185,115,40,105,75,600,1.7 m,62.5 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/heracrossmega
215,Sneasel,None,2,https://play.pokemonshowdown.com/sprites/gen5/sneasel.png,-440px -510px;,NUBL,DARK,ICE,Inner Focus,Keen Eye,Pickpocket,None,Field,None,55,95,55,35,75,115,430,0.9 m,28 kg,50% male  50% female,Black,https://dex.pokemonshowdown.com/pokemon/sneasel
216,Teddiursa,None,2,https://play.pokemonshowdown.com/sprites/gen5/teddiursa.png,0px -540px;,Illegal,NORMAL,None,Pickup,Quick Feet,Honey Gather,None,Field,None,60,80,50,50,50,40,330,0.6 m,8.8 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/teddiursa
217,Ursaring,None,2,https://play.pokemonshowdown.com/sprites/gen5/ursaring.png,-40px -540px;,Illegal,NORMAL,None,Guts,Quick Feet,Unnerve,None,Field,None,90,130,75,75,75,55,500,1.8 m,125.8 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/ursaring
218,Slugma,None,2,https://play.pokemonshowdown.com/sprites/gen5/slugma.png,-80px -540px;,Illegal,FIRE,None,Magma Armor,Flame Body,Weak Armor,None,Amorphous,None,40,40,40,70,40,20,250,0.7 m,35 kg,50% male  50% female,Red,https://dex.pokemonshowdown.com/pokemon/slugma
219,Magcargo,None,2,https://play.pokemonshowdown.com/sprites/gen5/magcargo.png,-120px -540px;,Illegal,FIRE,ROCK,Magma Armor,Flame Body,Weak Armor,None,Amorphous,None,60,50,120,90,80,30,430,0.8 m,55 kg,50% male  50% female,Red,https://dex.pokemonshowdown.com/pokemon/magcargo
220,Swinub,None,2,https://play.pokemonshowdown.com/sprites/gen5/swinub.png,-160px -540px;,LC,ICE,GROUND,Oblivious,Snow Cloak,Thick Fat,None,Field,None,50,50,40,30,30,50,250,0.4 m,6.5 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/swinub
221,Piloswine,None,2,https://play.pokemonshowdown.com/sprites/gen5/piloswine.png,-200px -540px;,NU,ICE,GROUND,Oblivious,Snow Cloak,Thick Fat,None,Field,None,100,100,80,60,60,50,450,1.1 m,55.8 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/piloswine
222,Corsola,None,2,https://play.pokemonshowdown.com/sprites/gen5/corsola.png,-240px -540px;,RU,WATER,ROCK,Hustle,Natural Cure,Regenerator,None,Water 1,Water 3,65,55,95,65,95,35,410,0.6 m,5 kg,25% male  75% female,Pink,https://dex.pokemonshowdown.com/pokemon/corsola
222,Corsola,Galar,2,https://play.pokemonshowdown.com/sprites/gen5/corsola-galar.png,-160px -2670px;,UU,GHOST,None,Weak Armor,None,Cursed Body,None,Water 1,Water 3,60,55,100,65,100,30,410,0.6 m,0.5 kg,25% male  75% female,White,https://dex.pokemonshowdown.com/pokemon/corsolagalar
223,Remoraid,None,2,https://play.pokemonshowdown.com/sprites/gen5/remoraid.png,-280px -540px;,LC,WATER,None,Hustle,Sniper,Moody,None,Water 1,Water 2,35,65,35,65,35,65,300,0.6 m,12 kg,50% male  50% female,Gray,https://dex.pokemonshowdown.com/pokemon/remoraid
224,Octillery,None,2,https://play.pokemonshowdown.com/sprites/gen5/octillery.png,-320px -540px;,(PU),WATER,None,Suction Cups,Sniper,Moody,None,Water 1,Water 2,75,105,75,105,75,45,480,0.9 m,28.5 kg,50% male  50% female,Red,https://dex.pokemonshowdown.com/pokemon/octillery
225,Delibird,None,2,https://play.pokemonshowdown.com/sprites/gen5/delibird.png,-360px -540px;,(PU),ICE,FLYING,Vital Spirit,Hustle,Insomnia,None,Water 1,Field,45,55,45,65,45,75,330,0.9 m,16 kg,50% male  50% female,Red,https://dex.pokemonshowdown.com/pokemon/delibird
226,Mantine,None,2,https://play.pokemonshowdown.com/sprites/gen5/mantine.png,-400px -540px;,UU,WATER,FLYING,Swift Swim,Water Absorb,Water Veil,None,Water 1,None,85,40,70,80,140,70,485,2.1 m,220 kg,50% male  50% female,Purple,https://dex.pokemonshowdown.com/pokemon/mantine
227,Skarmory,None,2,https://play.pokemonshowdown.com/sprites/gen5/skarmory.png,-440px -540px;,Illegal,STEEL,FLYING,Keen Eye,Sturdy,Weak Armor,None,Flying,None,65,80,140,40,70,70,465,1.7 m,50.5 kg,50% male  50% female,Gray,https://dex.pokemonshowdown.com/pokemon/skarmory
228,Houndour,None,2,https://play.pokemonshowdown.com/sprites/gen5/houndour.png,0px -570px;,Illegal,DARK,FIRE,Early Bird,Flash Fire,Unnerve,None,Field,None,45,60,30,80,50,65,330,0.6 m,10.8 kg,50% male  50% female,Black,https://dex.pokemonshowdown.com/pokemon/houndour
229,Houndoom,None,2,https://play.pokemonshowdown.com/sprites/gen5/houndoom.png,-40px -570px;,Illegal,DARK,FIRE,Early Bird,Flash Fire,Unnerve,None,Field,None,75,90,50,110,80,95,500,1.4 m,35 kg,50% male  50% female,Black,https://dex.pokemonshowdown.com/pokemon/houndoom
229,Houndoom,Mega,2,https://play.pokemonshowdown.com/sprites/gen5/houndoom-mega.png,-280px -2790px;,Illegal,DARK,FIRE,Solar Power,None,None,None,Field,None,75,90,90,140,90,115,600,1.9 m,49.5 kg,50% male  50% female,Black,https://dex.pokemonshowdown.com/pokemon/houndoommega
230,Kingdra,None,2,https://play.pokemonshowdown.com/sprites/gen5/kingdra.png,-80px -570px;,Illegal,WATER,DRAGON,Swift Swim,Sniper,Damp,None,Water 1,Dragon,75,95,95,95,95,85,540,1.8 m,152 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/kingdra
231,Phanpy,None,2,https://play.pokemonshowdown.com/sprites/gen5/phanpy.png,-120px -570px;,Illegal,GROUND,None,Pickup,None,Sand Veil,None,Field,None,90,60,60,40,40,40,330,0.5 m,33.5 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/phanpy
232,Donphan,None,2,https://play.pokemonshowdown.com/sprites/gen5/donphan.png,-160px -570px;,Illegal,GROUND,None,Sturdy,None,Sand Veil,None,Field,None,90,120,120,60,60,50,500,1.1 m,120 kg,50% male  50% female,Gray,https://dex.pokemonshowdown.com/pokemon/donphan
233,Porygon2,None,2,https://play.pokemonshowdown.com/sprites/gen5/porygon2.png,-200px -570px;,Illegal,NORMAL,None,Trace,Download,Analytic,None,Mineral,None,85,80,90,105,95,60,515,0.6 m,32.5 kg,100% genderless,Red,https://dex.pokemonshowdown.com/pokemon/porygon2
234,Stantler,None,2,https://play.pokemonshowdown.com/sprites/gen5/stantler.png,-240px -570px;,Illegal,NORMAL,None,Intimidate,Frisk,Sap Sipper,None,Field,None,73,95,62,85,65,85,465,1.4 m,71.2 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/stantler
235,Smeargle,None,2,https://play.pokemonshowdown.com/sprites/gen5/smeargle.png,-280px -570px;,Illegal,NORMAL,None,Own Tempo,Technician,Moody,None,Field,None,55,20,35,20,45,75,250,1.2 m,58 kg,50% male  50% female,White,https://dex.pokemonshowdown.com/pokemon/smeargle
236,Tyrogue,None,2,https://play.pokemonshowdown.com/sprites/gen5/tyrogue.png,-320px -570px;,LC,FIGHTING,None,Guts,Steadfast,Vital Spirit,None,Undiscovered,None,35,35,35,35,35,35,210,0.7 m,21 kg,100% male,Purple,https://dex.pokemonshowdown.com/pokemon/tyrogue
237,Hitmontop,None,2,https://play.pokemonshowdown.com/sprites/gen5/hitmontop.png,-360px -570px;,NU,FIGHTING,None,Intimidate,Technician,Steadfast,None,Human-Like,None,50,95,95,35,110,70,455,1.4 m,48 kg,100% male,Brown,https://dex.pokemonshowdown.com/pokemon/hitmontop
238,Smoochum,None,2,https://play.pokemonshowdown.com/sprites/gen5/smoochum.png,-400px -570px;,Illegal,ICE,PSYCHIC,Oblivious,Forewarn,Hydration,None,Undiscovered,None,45,30,15,85,65,65,305,0.4 m,6 kg,100% female,Pink,https://dex.pokemonshowdown.com/pokemon/smoochum
239,Elekid,None,2,https://play.pokemonshowdown.com/sprites/gen5/elekid.png,-440px -570px;,Illegal,ELECTRIC,None,Static,None,Vital Spirit,None,Undiscovered,None,45,63,37,65,55,95,360,0.6 m,23.5 kg,75% male  25% female,Yellow,https://dex.pokemonshowdown.com/pokemon/elekid
240,Magby,None,2,https://play.pokemonshowdown.com/sprites/gen5/magby.png,0px -600px;,Illegal,FIRE,None,Flame Body,None,Vital Spirit,None,Undiscovered,None,45,75,37,70,55,83,365,0.7 m,21.4 kg,75% male  25% female,Red,https://dex.pokemonshowdown.com/pokemon/magby
241,Miltank,None,2,https://play.pokemonshowdown.com/sprites/gen5/miltank.png,-40px -600px;,Illegal,NORMAL,None,Thick Fat,Scrappy,Sap Sipper,None,Field,None,95,80,105,40,70,100,490,1.2 m,75.5 kg,100% female,Pink,https://dex.pokemonshowdown.com/pokemon/miltank
242,Blissey,None,2,https://play.pokemonshowdown.com/sprites/gen5/blissey.png,-80px -600px;,Illegal,NORMAL,None,Natural Cure,Serene Grace,Healer,None,Fairy,None,255,10,10,75,135,55,540,1.5 m,46.8 kg,100% female,Pink,https://dex.pokemonshowdown.com/pokemon/blissey
243,Raikou,None,2,https://play.pokemonshowdown.com/sprites/gen5/raikou.png,-120px -600px;,Illegal,ELECTRIC,None,Pressure,None,Inner Focus,None,Undiscovered,None,90,85,75,115,100,115,580,1.9 m,178 kg,100% genderless,Yellow,https://dex.pokemonshowdown.com/pokemon/raikou
244,Entei,None,2,https://play.pokemonshowdown.com/sprites/gen5/entei.png,-160px -600px;,Illegal,FIRE,None,Pressure,None,Inner Focus,None,Undiscovered,None,115,115,85,90,75,100,580,2.1 m,198 kg,100% genderless,Brown,https://dex.pokemonshowdown.com/pokemon/entei
245,Suicune,None,2,https://play.pokemonshowdown.com/sprites/gen5/suicune.png,-200px -600px;,Illegal,WATER,None,Pressure,None,Inner Focus,None,Undiscovered,None,100,75,115,90,115,85,580,2 m,187 kg,100% genderless,Blue,https://dex.pokemonshowdown.com/pokemon/suicune
246,Larvitar,None,2,https://play.pokemonshowdown.com/sprites/gen5/larvitar.png,-240px -600px;,LC,ROCK,GROUND,Guts,None,Sand Veil,None,Monster,None,50,64,50,45,50,41,300,0.6 m,72 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/larvitar
247,Pupitar,None,2,https://play.pokemonshowdown.com/sprites/gen5/pupitar.png,-280px -600px;,NFE,ROCK,GROUND,Shed Skin,None,None,None,Monster,None,70,84,70,65,70,51,410,1.2 m,152 kg,50% male  50% female,Gray,https://dex.pokemonshowdown.com/pokemon/pupitar
248,Tyranitar,None,2,https://play.pokemonshowdown.com/sprites/gen5/tyranitar.png,-320px -600px;,OU,ROCK,DARK,Sand Stream,None,Unnerve,None,Monster,None,100,134,110,95,100,61,600,2 m,202 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/tyranitar
248,Tyranitar,Mega,2,https://play.pokemonshowdown.com/sprites/gen5/tyranitar-mega.png,-320px -2790px;,Illegal,ROCK,DARK,Sand Stream,None,None,None,Monster,None,100,164,150,95,120,71,700,2.5 m,255 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/tyranitarmega
249,Lugia,None,2,https://play.pokemonshowdown.com/sprites/gen5/lugia.png,-360px -600px;,Illegal,PSYCHIC,FLYING,Pressure,None,Multiscale,None,Undiscovered,None,106,90,130,90,154,110,680,5.2 m,216 kg,100% genderless,White,https://dex.pokemonshowdown.com/pokemon/lugia
250,Ho,Oh,2,https://play.pokemonshowdown.com/sprites/gen5/hooh.png,-400px -600px;,Illegal,FIRE,FLYING,Pressure,None,Regenerator,None,Undiscovered,None,106,130,90,110,154,90,680,3.8 m,199 kg,100% genderless,Red,https://dex.pokemonshowdown.com/pokemon/hooh
251,Celebi,None,2,https://play.pokemonshowdown.com/sprites/gen5/celebi.png,-440px -600px;,UU,PSYCHIC,GRASS,Natural Cure,None,None,None,Undiscovered,None,100,100,100,100,100,100,600,0.6 m,5 kg,100% genderless,Green,https://dex.pokemonshowdown.com/pokemon/celebi
252,Treecko,None,3,https://play.pokemonshowdown.com/sprites/gen5/treecko.png,0px -630px;,Illegal,GRASS,None,Overgrow,None,Unburden,None,Monster,Dragon,40,45,35,65,55,70,310,0.5 m,5 kg,87.5% male  12.5% female,Green,https://dex.pokemonshowdown.com/pokemon/treecko
253,Grovyle,None,3,https://play.pokemonshowdown.com/sprites/gen5/grovyle.png,-40px -630px;,Illegal,GRASS,None,Overgrow,None,Unburden,None,Monster,Dragon,50,65,45,85,65,95,405,0.9 m,21.6 kg,87.5% male  12.5% female,Green,https://dex.pokemonshowdown.com/pokemon/grovyle
254,Sceptile,None,3,https://play.pokemonshowdown.com/sprites/gen5/sceptile.png,-80px -630px;,Illegal,GRASS,None,Overgrow,None,Unburden,None,Monster,Dragon,70,85,65,105,85,120,530,1.7 m,52.2 kg,87.5% male  12.5% female,Green,https://dex.pokemonshowdown.com/pokemon/sceptile
254,Sceptile,Mega,3,https://play.pokemonshowdown.com/sprites/gen5/sceptile-mega.png,-360px -2790px;,Illegal,GRASS,DRAGON,Lightning Rod,None,None,None,Monster,Dragon,70,110,75,145,85,145,630,1.9 m,55.2 kg,87.5% male  12.5% female,Green,https://dex.pokemonshowdown.com/pokemon/sceptilemega
255,Torchic,None,3,https://play.pokemonshowdown.com/sprites/gen5/torchic.png,-120px -630px;,Illegal,FIRE,None,Blaze,None,Speed Boost,None,Field,None,45,60,40,70,50,45,310,0.4 m,2.5 kg,87.5% male  12.5% female,Red,https://dex.pokemonshowdown.com/pokemon/torchic
256,Combusken,None,3,https://play.pokemonshowdown.com/sprites/gen5/combusken.png,-160px -630px;,Illegal,FIRE,FIGHTING,Blaze,None,Speed Boost,None,Field,None,60,85,60,85,60,55,405,0.9 m,19.5 kg,87.5% male  12.5% female,Red,https://dex.pokemonshowdown.com/pokemon/combusken
257,Blaziken,None,3,https://play.pokemonshowdown.com/sprites/gen5/blaziken.png,-200px -630px;,Illegal,FIRE,FIGHTING,Blaze,None,Speed Boost,None,Field,None,80,120,70,110,70,80,530,1.9 m,52 kg,87.5% male  12.5% female,Red,https://dex.pokemonshowdown.com/pokemon/blaziken
257,Blaziken,Mega,3,https://play.pokemonshowdown.com/sprites/gen5/blaziken-mega.png,-400px -2790px;,Illegal,FIRE,FIGHTING,Speed Boost,None,None,None,Field,None,80,160,80,130,80,100,630,1.9 m,52 kg,87.5% male  12.5% female,Red,https://dex.pokemonshowdown.com/pokemon/blazikenmega
258,Mudkip,None,3,https://play.pokemonshowdown.com/sprites/gen5/mudkip.png,-240px -630px;,Illegal,WATER,None,Torrent,None,Damp,None,Monster,Water 1,50,70,50,50,50,40,310,0.4 m,7.6 kg,87.5% male  12.5% female,Blue,https://dex.pokemonshowdown.com/pokemon/mudkip
259,Marshtomp,None,3,https://play.pokemonshowdown.com/sprites/gen5/marshtomp.png,-280px -630px;,Illegal,WATER,GROUND,Torrent,None,Damp,None,Monster,Water 1,70,85,70,60,70,50,405,0.7 m,28 kg,87.5% male  12.5% female,Blue,https://dex.pokemonshowdown.com/pokemon/marshtomp
260,Swampert,None,3,https://play.pokemonshowdown.com/sprites/gen5/swampert.png,-320px -630px;,Illegal,WATER,GROUND,Torrent,None,Damp,None,Monster,Water 1,100,110,90,85,90,60,535,1.5 m,81.9 kg,87.5% male  12.5% female,Blue,https://dex.pokemonshowdown.com/pokemon/swampert
260,Swampert,Mega,3,https://play.pokemonshowdown.com/sprites/gen5/swampert-mega.png,-440px -2790px;,Illegal,WATER,GROUND,Swift Swim,None,None,None,Monster,Water 1,100,150,110,95,110,70,635,1.9 m,102 kg,87.5% male  12.5% female,Blue,https://dex.pokemonshowdown.com/pokemon/swampertmega
261,Poochyena,None,3,https://play.pokemonshowdown.com/sprites/gen5/poochyena.png,-360px -630px;,Illegal,DARK,None,Run Away,Quick Feet,Rattled,None,Field,None,35,55,35,30,30,35,220,0.5 m,13.6 kg,50% male  50% female,Gray,https://dex.pokemonshowdown.com/pokemon/poochyena
262,Mightyena,None,3,https://play.pokemonshowdown.com/sprites/gen5/mightyena.png,-400px -630px;,Illegal,DARK,None,Intimidate,Quick Feet,Moxie,None,Field,None,70,90,70,60,60,70,420,1 m,37 kg,50% male  50% female,Gray,https://dex.pokemonshowdown.com/pokemon/mightyena
263,Zigzagoon,None,3,https://play.pokemonshowdown.com/sprites/gen5/zigzagoon.png,-440px -630px;,LC,NORMAL,None,Pickup,Gluttony,Quick Feet,None,Field,None,38,30,41,30,41,60,240,0.4 m,17.5 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/zigzagoon
263,Zigzagoon,Galar,3,https://play.pokemonshowdown.com/sprites/gen5/zigzagoon-galar.png,-200px -2670px;,LC,DARK,NORMAL,Pickup,Gluttony,Quick Feet,None,Field,None,38,30,41,30,41,60,240,0.4 m,17.5 kg,50% male  50% female,White,https://dex.pokemonshowdown.com/pokemon/zigzagoongalar
264,Linoone,None,3,https://play.pokemonshowdown.com/sprites/gen5/linoone.png,0px -660px;,RU,NORMAL,None,Pickup,Gluttony,Quick Feet,None,Field,None,78,70,61,50,61,100,420,0.5 m,32.5 kg,50% male  50% female,White,https://dex.pokemonshowdown.com/pokemon/linoone
264,Linoone,Galar,3,https://play.pokemonshowdown.com/sprites/gen5/linoone-galar.png,-240px -2670px;,NFE,DARK,NORMAL,Pickup,Gluttony,Quick Feet,None,Field,None,78,70,61,50,61,100,420,0.5 m,32.5 kg,50% male  50% female,White,https://dex.pokemonshowdown.com/pokemon/linoonegalar
265,Wurmple,None,3,https://play.pokemonshowdown.com/sprites/gen5/wurmple.png,-40px -660px;,Illegal,BUG,None,Shield Dust,None,Run Away,None,Bug,None,45,45,35,20,30,20,195,0.3 m,3.6 kg,50% male  50% female,Red,https://dex.pokemonshowdown.com/pokemon/wurmple
266,Silcoon,None,3,https://play.pokemonshowdown.com/sprites/gen5/silcoon.png,-80px -660px;,Illegal,BUG,None,Shed Skin,None,None,None,Bug,None,50,35,55,25,25,15,205,0.6 m,10 kg,50% male  50% female,White,https://dex.pokemonshowdown.com/pokemon/silcoon
267,Beautifly,None,3,https://play.pokemonshowdown.com/sprites/gen5/beautifly.png,-120px -660px;,Illegal,BUG,FLYING,Swarm,None,Rivalry,None,Bug,None,60,70,50,100,50,65,395,1 m,28.4 kg,50% male  50% female,Yellow,https://dex.pokemonshowdown.com/pokemon/beautifly
268,Cascoon,None,3,https://play.pokemonshowdown.com/sprites/gen5/cascoon.png,-160px -660px;,Illegal,BUG,None,Shed Skin,None,None,None,Bug,None,50,35,55,25,25,15,205,0.7 m,11.5 kg,50% male  50% female,Purple,https://dex.pokemonshowdown.com/pokemon/cascoon
269,Dustox,None,3,https://play.pokemonshowdown.com/sprites/gen5/dustox.png,-200px -660px;,Illegal,BUG,POISON,Shield Dust,None,Compound Eyes,None,Bug,None,60,50,70,50,90,65,385,1.2 m,31.6 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/dustox
270,Lotad,None,3,https://play.pokemonshowdown.com/sprites/gen5/lotad.png,-240px -660px;,LC,WATER,GRASS,Swift Swim,Rain Dish,Own Tempo,None,Water 1,Grass,40,30,30,40,50,30,220,0.5 m,2.6 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/lotad
271,Lombre,None,3,https://play.pokemonshowdown.com/sprites/gen5/lombre.png,-280px -660px;,NFE,WATER,GRASS,Swift Swim,Rain Dish,Own Tempo,None,Water 1,Grass,60,50,50,60,70,50,340,1.2 m,32.5 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/lombre
272,Ludicolo,None,3,https://play.pokemonshowdown.com/sprites/gen5/ludicolo.png,-320px -660px;,PU,WATER,GRASS,Swift Swim,Rain Dish,Own Tempo,None,Water 1,Grass,80,70,70,90,100,70,480,1.5 m,55 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/ludicolo
273,Seedot,None,3,https://play.pokemonshowdown.com/sprites/gen5/seedot.png,-360px -660px;,LC,GRASS,None,Chlorophyll,Early Bird,Pickpocket,None,Field,Grass,40,40,50,30,30,30,220,0.5 m,4 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/seedot
274,Nuzleaf,None,3,https://play.pokemonshowdown.com/sprites/gen5/nuzleaf.png,-400px -660px;,NFE,GRASS,DARK,Chlorophyll,Early Bird,Pickpocket,None,Field,Grass,70,70,40,60,40,60,340,1 m,28 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/nuzleaf
275,Shiftry,None,3,https://play.pokemonshowdown.com/sprites/gen5/shiftry.png,-440px -660px;,RUBL,GRASS,DARK,Chlorophyll,Early Bird,Pickpocket,None,Field,Grass,90,100,60,90,60,80,480,1.3 m,59.6 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/shiftry
276,Taillow,None,3,https://play.pokemonshowdown.com/sprites/gen5/taillow.png,0px -690px;,Illegal,NORMAL,FLYING,Guts,None,Scrappy,None,Flying,None,40,55,30,30,30,85,270,0.3 m,2.3 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/taillow
277,Swellow,None,3,https://play.pokemonshowdown.com/sprites/gen5/swellow.png,-40px -690px;,Illegal,NORMAL,FLYING,Guts,None,Scrappy,None,Flying,None,60,85,60,75,50,125,455,0.7 m,19.8 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/swellow
278,Wingull,None,3,https://play.pokemonshowdown.com/sprites/gen5/wingull.png,-80px -690px;,LC,WATER,FLYING,Keen Eye,Hydration,Rain Dish,None,Water 1,Flying,40,30,30,55,30,85,270,0.6 m,9.5 kg,50% male  50% female,White,https://dex.pokemonshowdown.com/pokemon/wingull
